date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd,city_location
2017-06-06,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, IvyCap Ventures",private equity,1700000.0,Mumbai
2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,private equity,1200000.0,Bangalore
2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",seed funding,1000000.0,New Delhi
2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,private equity,1700000.0,New Delhi
2017-06-06,Hungry Foal,Consumer Internet,For profit Social Venture,Gurgaon,SBI (Stand Up India Scheme),private equity,1700000.0,Gurgaon
2017-06-07,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,seed funding,650000.0,New Delhi
2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,seed funding,600000.0,Mumbai
2017-06-08,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,seed funding,232000.0,Hyderabad
2017-06-08,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,private equity,1500000.0,Hyderabad
2017-06-08,ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,private equity,1500000.0,Bangalore
2017-06-08,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",seed funding,350000.0,Bangalore
2017-06-09,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",seed funding,300000.0,Mumbai
2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",seed funding,250000.0,Hyderabad
2017-06-12,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",seed funding,1700000.0,Bangalore
2017-06-12,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,debt funding,7800000.0,Ahmedabad
2017-06-12,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",private equity,500000.0,Bangalore
2017-06-12,PeeSafe,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",private equity,1000000.0,New Delhi
2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",seed funding,776000.0,Mumbai
2017-06-12,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,private equity,15000000.0,Mumbai
2017-06-13,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",private equity,1700000.0,New Delhi
2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",private equity,5500000.0,Bangalore
2017-06-13,Digit,Technology,Tech driven Insurance platform,Bangalore,Fairfax Holdings,private equity,1700000.0,Bangalore
2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,private equity,50000000.0,Bangalore
2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,seed funding,1700000.0,Mumbai
2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,seed funding,500000.0,Noida
2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",private equity,12300000.0,Bangalore
2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",private equity,1000000.0,Bangalore
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",seed funding,100000.0,Mumbai
2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,seed funding,2000000.0,Noida
2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",seed funding,1700000.0,Hyderabad
2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,seed funding,1700000.0,Gurgaon
2017-06-16,HealthIntel,Healthcare,Online Pharmacy,New Delhi,BLIP Initiatives,seed funding,1700000.0,New Delhi
2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,private equity,12500000.0,Bangalore
2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",private equity,4000000.0,Hyderabad
2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,seed funding,300000.0,Bangalore
2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,private equity,5200000.0,Mumbai
2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",private equity,2400000.0,Mumbai
2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",private equity,4500000.0,Bangalore
2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,seed funding,215000.0,Hyderabad
2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",private equity,31000000.0,Mumbai
2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,private equity,1700000.0,Mumbai
2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",private equity,4600000.0,Bangalore
2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",private equity,2000000.0,Mumbai
2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",seed funding,500000.0,Bangalore
2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",private equity,4000000.0,Mumbai
2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,seed funding,1000000.0,Mumbai
2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",private equity,5000000.0,Hyderabad
2017-06-26,Flipkart,eCommerce,Online marketplace,Bangalore,Naspers,private equity,71000000.0,Bangalore
2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",private equity,4000000.0,Noida
2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",private equity,5000000.0,New Delhi
2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Gujarat Venture Finance Ltd,private equity,1700000.0,Bangalore
2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",seed funding,311000.0,Pune
2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",seed funding,1700000.0,New Delhi
2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",private equity,3000000.0,Mumbai
2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",private equity,2000000.0,Bangalore
2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",private equity,1000000.0,New Delhi
2017-06-29,ZingHR,Technology,"digital employee solutions,",Mumbai,Zeta,private equity,1700000.0,Mumbai
2017-06-30,Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,private equity,5000000.0,Bangalore
2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",private equity,21000000.0,Gurgaon
2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,private equity,73700000.0,Hyderabad
2017-05-01,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,private equity,10000000.0,Gurgaon
2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,seed funding,1500000.0,Hyderabad
2017-05-02,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",private equity,10000000.0,Bangalore
2017-05-02,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,private equity,1700000.0,Mumbai
2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,seed funding,390000.0,Bangalore
2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",private equity,104500000.0,Bangalore
2017-05-03,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,seed funding,1000000.0,Bangalore
2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",private equity,1700000.0,New Delhi
2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,seed funding,1700000.0,New Delhi
2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,seed funding,1700000.0,Mumbai
2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,seed funding,1700000.0,Hyderabad
2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,private equity,1700000.0,Trivandrum
2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,seed funding,233000.0,Bangalore
2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",private equity,700000.0,Gurgaon
2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",seed funding,1700000.0,New Delhi
2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,seed funding,1700000.0,Pune
2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",seed funding,1000000.0,New Delhi
2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",private equity,5000000.0,Bangalore
2017-05-08,CureFit,Technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",private equity,3200000.0,Bangalore
2017-05-09,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,seed funding,50000.0,New Delhi
2017-05-09,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bangalore,Anand Chandrasekaran,seed funding,1700000.0,Bangalore
2017-05-09,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,private equity,1700000.0,Pune
2017-05-09,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",private equity,1700000.0,Mumbai
2017-05-10,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",seed funding,1700000.0,New Delhi
2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",private equity,1400000.0,Noida
2017-05-10,Shopclues,eCommerce,Online marketplace,Gurgaon,InnoVen Capital,private equity,7700000.0,Gurgaon
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1Crowd,seed funding,600000.0,Bangalore
2017-05-10,Chymera VR,Technology,Advertising Platform for Virtual Reality,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",seed funding,1700000.0,Bangalore
2017-05-11,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",private equity,4000000.0,Pune
2017-05-11,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,seed funding,1700000.0,Mumbai
2017-05-11,ION Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",seed funding,1700000.0,Mumbai
2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,private equity,5000000.0,New Delhi
2017-05-12,Log 9 Materials,Technology,NanoTech product developer,Bangalore,GEMs,seed funding,1700000.0,Bangalore
2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",private equity,466000.0,Mumbai
2017-05-12,Aequm,eCommerce,Cloud ECommerce platform,Bangalore,undisclosed investors,seed funding,1000000.0,Bangalore
2017-05-15,Zapty,Technology,Project Management tool,Bangalore,IdeaSpring Capital,seed funding,500000.0,Bangalore
2017-05-15,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bangalore,Kstart Capital,seed funding,1700000.0,Bangalore
2017-05-16,Niki.ai,Technology,AI-based chatbot,Bangalore,SAP,private equity,1700000.0,Bangalore
2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,private equity,3000000.0,Mumbai
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,private equity,500000.0,Mumbai
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,seed funding,250000.0,Chennai
2017-05-17,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,private equity,5300000.0,Mumbai
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",seed funding,1000000.0,Mumbai
2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,seed funding,1700000.0,Chandigarh
2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,private equity,1400000000.0,Bangalore
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",seed funding,1000000.0,Bangalore
2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",seed funding,1700000.0,Hyderabad
2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,private equity,1700000.0,New Delhi
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,private equity,30000000.0,New Delhi
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",seed funding,500000.0,Mumbai
2017-05-23,TravelSpice,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,seed funding,1700000.0,Hyderabad
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",private equity,6600000.0,Gurgaon
2017-05-23,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",seed funding,1700000.0,New Delhi
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,private equity,1000000.0,Mumbai
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,seed funding,580000.0,Mumbai
2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,private equity,8000000.0,Gurgaon
2017-05-26,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,seed funding,1700000.0,Bangalore
2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,Not Disclosed,seed funding,1700000.0,Mumbai
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",seed funding,1700000.0,Noida
2017-05-29,Wowflux,Technology,image Processing solution,New Delhi,Undisclosed Investors,seed funding,1700000.0,New Delhi
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,private equity,3500000.0,Mumbai
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bangalore,Matrix Partners,seed funding,1700000.0,Bangalore
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,seed funding,1700000.0,New Delhi
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",private equity,1500000.0,Mumbai
